customer_id,name,email,country,created_at,quality_flag
CUST-0112,Julie Roberts,charleslandry@example.net,French Southern Territories,2026-03-12 09:21:46,valid
CUST-0113,Melissa Bryant,james67@example.org,Dominica,2025-02-05 06:17:35,valid
CUST-0114,Laura Haney,andrew64@example.org,Mongolia,2026-05-24 04:27:35,valid
CUST-0115,Valerie Lozano,swall@example.org,New Caledonia,2024-12-22 03:28:44,valid
CUST-0116,Connor King,courtneyberger@example.net,Armenia,2024-10-15 17:51:15,valid
CUST-0117,Amanda Diaz,christopherphillips@example.net,Israel,2024-03-22 16:20:17,valid
CUST-0118,Richard Walter,alyssa42@example.com,United States Minor Outlying Islands,2025-07-11 08:35:26,valid
CUST-0119,Elizabeth Harrell,mcdonaldcharles@example.org,Tokelau,2026-05-09 11:10:39,valid
CUST-0121,Michael Chambers,xcarson@example.org,Peru,2024-06-21 01:30:50,valid
CUST-0122,Manuel Hahn,rose31@example.net,Swaziland,2025-06-14 01:08:59,valid
CUST-0123,Elizabeth Ortiz,brandonjohnson@example.com,Brazil,2023-11-21 19:34:55,valid
CUST-0124,Joshua Price,ellen86@example.net,Samoa,2024-02-18 21:01:58,valid
CUST-0125,Mary Bass,rcrosby@example.org,Portugal,2025-01-19 10:21:35,valid
CUST-0126,Jeremy Young,cory58@example.net,Guinea-Bissau,2023-09-25 21:28:21,valid
CUST-0127,Colton Martinez,ndavis@example.net,Northern Mariana Islands,2026-01-06 11:12:59,valid
CUST-0128,Amber Cook,kristinharris@example.net,Cote d'Ivoire,2025-12-20 17:56:51,valid
CUST-0129,Sergio Murphy,kristinacarlson@example.com,Togo,2024-02-03 14:21:37,valid
CUST-0130,Ms. Rebecca Rodriguez,andersonmichael@example.org,Namibia,2024-11-07 19:04:36,valid
CUST-0131,Derek Martinez,vfox@example.org,Lebanon,2025-05-20 04:54:46,valid
CUST-0132,Kayla Rodriguez,soniawilliams@example.net,Mali,2024-10-04 09:35:43,valid
CUST-0133,Victor Brown,bboone@example.net,Botswana,2025-07-24 10:32:57,valid
CUST-0135,Michelle James,shawn96@example.org,South Africa,2026-06-18 00:14:05,valid
CUST-0136,Matthew Rich,russellbeasley@example.com,Guadeloupe,2025-05-28 07:39:58,valid
CUST-0137,Nicholas Edwards,elizabeth52@example.net,Uzbekistan,2025-06-29 13:59:24,valid
CUST-0138,Ronald Davis,garnernathan@example.org,Moldova,2023-09-25 00:15:16,valid
CUST-0139,Kristina Rivera,jenkinsmorgan@example.com,Trinidad and Tobago,2023-09-11 18:03:01,valid
CUST-0140,Lindsay Bell,ericolson@example.org,Guernsey,2025-11-03 23:04:54,valid
CUST-0141,Phillip Andrews,xbruce@example.net,Nicaragua,2026-05-07 08:57:26,valid
CUST-0142,Allison Hickman,anthony44@example.com,Guernsey,2023-07-03 07:38:31,valid
CUST-0144,Jason Peterson,larry59@example.net,Belize,2023-09-13 13:24:03,valid
CUST-0145,Paul Williams,nelsonebony@example.com,New Caledonia,2025-05-10 12:36:12,valid
CUST-0146,Daniel Hunt,russell49@example.com,Malta,2026-04-25 04:30:22,valid
CUST-0147,Daniel Joyce,smithkevin@example.org,Seychelles,2024-01-23 00:29:09,valid
CUST-0148,Donna Wilson,lburgess@example.org,Hong Kong,2025-09-28 04:06:38,valid
CUST-0149,Kathryn Whitaker,charles06@example.org,Kuwait,2023-10-22 18:55:48,valid
CUST-0150,Laura Berry,zroberts@example.org,Greece,2024-03-16 19:53:53,valid
CUST-0151,Lisa Collier,christopher13@example.com,Namibia,2025-03-06 21:51:10,valid
CUST-0152,Jennifer Collins,jeffrey21@example.net,North Macedonia,2023-12-17 23:13:22,valid
CUST-0153,Cheyenne Parsons,jessica23@example.org,Cameroon,2024-07-25 11:11:19,valid
CUST-0154,Lance Wolf,thompsonkendra@example.com,Kyrgyz Republic,2025-11-15 13:35:01,valid
CUST-0155,Joann Glass,michelle52@example.com,Bangladesh,2025-06-21 06:38:48,valid
CUST-0156,Eric Hill,bellcharles@example.com,Korea,2023-08-21 06:06:05,valid
CUST-0157,Ronald Jones,gilbertwilliam@example.com,Mozambique,2025-10-31 22:24:49,valid
CUST-0158,Nancy Williams,marcalvarez@example.org,Bahamas,2025-05-23 16:43:14,valid
CUST-0159,Steven Cooper,wagnergerald@example.org,Russian Federation,2025-05-03 20:48:46,valid
CUST-0160,Kelly Bishop MD,paul59@example.org,Somalia,2026-02-27 21:09:28,valid
CUST-0161,Andrea Davis,umitchell@example.net,United States of America,2026-01-15 02:18:59,valid
CUST-0162,Felicia Aguilar,sabrinacollins@example.net,Qatar,2026-04-17 10:11:22,valid
CUST-0163,Kurt Hurley,angelica52@example.net,Reunion,2026-05-23 14:06:14,valid
CUST-0164,Anna Santiago,andrew42@example.org,Guam,2025-07-18 05:29:44,valid
CUST-0165,Zachary Moore,megan18@example.net,Syrian Arab Republic,2025-09-18 18:31:25,valid
CUST-0166,George Miranda,carlamoore@example.org,Switzerland,2026-06-04 03:09:33,valid
CUST-0167,Rhonda Martin,xwilliams@example.net,Saint Helena,2024-06-26 19:46:09,valid
CUST-0168,Lisa Goodwin,pyoung@example.com,Sudan,2025-06-21 10:10:14,valid
CUST-0169,Cheyenne Gregory,smurray@example.com,Macao,2025-09-20 05:07:40,valid
CUST-0170,Christopher Gonzalez,moniquewilliams@example.com,Tunisia,2025-01-20 11:47:31,valid
CUST-0171,Ashley Singleton,mitchellkathryn@example.com,Korea,2025-08-29 07:10:44,valid
CUST-0172,Jeffrey Potts,lisawilkerson@example.org,Israel,2023-09-14 13:33:44,valid
CUST-0173,James Hughes,brooksanthony@example.org,Taiwan,2026-03-29 12:17:32,valid
CUST-0174,Charles Johnson,ihorton@example.net,Latvia,2025-05-20 17:04:36,valid
CUST-0175,Susan Smith,marydunn@example.net,New Caledonia,2025-09-20 16:44:58,valid
CUST-0176,Ricardo Young,williamsrobert@example.net,Kuwait,2023-09-29 09:37:19,valid
CUST-0177,Taylor Carlson,chenbailey@example.net,Cambodia,2024-09-18 07:24:30,valid
CUST-0178,Lucas Allen,qlopez@example.org,Malta,2025-01-04 00:17:03,valid
CUST-0179,Joseph Romero,myerstheodore@example.net,Iceland,2025-01-23 17:43:24,valid
CUST-0180,Alan Kramer,john19@example.net,Saudi Arabia,2024-11-21 09:11:38,valid
CUST-0181,Harold Morgan,mariacohen@example.net,Lesotho,2026-03-01 04:49:16,valid
CUST-0182,Chad Baldwin,mjohnson@example.org,Somalia,2024-04-28 16:46:33,valid
CUST-0183,Emily Collins,ihays@example.com,El Salvador,2023-08-19 17:19:22,valid
CUST-0184,Cheryl Kelly,glennmartin@example.org,South Georgia and the South Sandwich Islands,2025-01-15 12:45:03,valid
CUST-0185,James Gonzales,lmorgan@example.com,Puerto Rico,2025-08-04 17:01:05,valid
CUST-0186,Robert Adams,acostachristian@example.net,Swaziland,2024-03-30 03:54:25,valid
CUST-0187,Erica Miller,kirk96@example.org,Portugal,2025-05-13 10:06:20,valid
CUST-0188,Andrew Berg,christina64@example.net,Somalia,2023-09-20 22:27:55,valid
CUST-0189,Mark Cox,stephaniethomas@example.net,Philippines,2025-05-04 12:16:07,valid
CUST-0190,Austin Osborne,michael90@example.net,Cape Verde,2026-05-13 17:16:12,valid
CUST-0191,Jacob Wallace,berryalyssa@example.com,Germany,2026-03-28 21:22:52,valid
CUST-0192,Tyler Johnson,victorhughes@example.net,British Indian Ocean Territory (Chagos Archipelago),2024-08-03 11:44:36,valid
CUST-0193,Michele Lewis,heather73@example.org,Burkina Faso,2023-10-16 20:51:42,valid
CUST-0194,Steven Wallace,cochrantammy@example.com,Papua New Guinea,2024-12-14 12:57:19,valid
CUST-0195,Krista Roberts,melissa25@example.net,Czech Republic,2023-12-29 08:43:18,valid
CUST-0196,Dr. Cynthia Snyder,angela57@example.net,Bulgaria,2026-01-29 11:05:24,valid
CUST-0197,Ana Sanders,xfox@example.com,Swaziland,2025-12-02 21:50:46,valid
CUST-0198,William Day,howens@example.com,Brunei Darussalam,2025-10-27 06:05:01,valid
CUST-0199,Catherine Burch,dshaw@example.org,Maldives,2024-02-16 12:49:54,valid
CUST-0200,Christopher Donovan,michaeleverett@example.com,Tanzania,2023-10-24 08:06:43,valid
CUST-0201,Mark Pierce,colleenmendez@example.org,Macao,2026-03-15 13:44:42,valid
CUST-0202,Todd Moore,megan90@example.org,Belgium,2023-09-02 10:56:25,valid
CUST-0203,Patricia Baker,katiebutler@example.net,Antarctica (the territory South of 60 deg S),2025-08-05 12:12:22,valid
CUST-0204,Kimberly May,timothy64@example.com,Barbados,2026-05-28 13:22:35,valid
CUST-0205,Jeffrey Washington,matthewthomas@example.net,Ghana,2024-12-11 08:20:57,valid
CUST-0206,Bianca Wood,floressteven@example.com,Korea,2024-07-12 23:05:15,valid
CUST-0207,Anthony Dougherty,kwright@example.com,Vietnam,2025-12-07 05:44:07,valid
CUST-0208,Cheryl Moore,tjimenez@example.com,Angola,2023-11-10 17:16:30,valid
CUST-0209,Kathy Levy,brandywilliams@example.com,Lithuania,2026-01-07 01:06:57,valid
CUST-0210,Martha Ruiz,booneryan@example.com,Saint Lucia,2025-01-12 01:10:49,valid
CUST-0211,Holly Morales,michaelroberts@example.com,Madagascar,2025-05-23 10:25:47,valid
CUST-0212,Diana Hays,andersoncolin@example.com,South Africa,2024-12-01 14:01:04,valid
CUST-0213,Holly Thomas,cporter@example.org,Burundi,2024-11-22 04:39:32,valid
CUST-0214,Kelly Hernandez,markaustin@example.org,India,2026-02-05 12:48:20,valid
CUST-0215,Elizabeth Rogers,terickson@example.com,Suriname,2023-07-19 16:16:20,valid
CUST-0216,Michael Whitney,laura09@example.com,Estonia,2026-04-07 06:12:16,valid
CUST-0217,Paula Lane,silvageorge@example.net,Saint Helena,2026-02-10 13:25:37,valid
CUST-0218,Jamie Underwood,anthonyvaughan@example.org,Comoros,2023-07-23 06:02:16,valid
CUST-0219,Jason Gutierrez,roberthampton@example.com,Tunisia,2023-09-28 14:00:58,valid
CUST-0220,Kelly Hoffman,ufox@example.org,Kuwait,2025-09-29 00:25:09,valid
CUST-0221,Hector Ingram,chelsea33@example.com,Moldova,2024-09-29 12:51:25,valid
CUST-0222,William Evans,janet75@example.com,Guernsey,2025-11-10 12:29:36,valid
CUST-0223,Rebecca Hill,berryamy@example.com,Svalbard & Jan Mayen Islands,2024-12-10 23:33:17,valid
CUST-0224,Regina Roberts,stephanie15@example.com,Palau,2024-07-26 04:55:33,valid
CUST-0225,Cindy Clayton,sarah42@example.org,Nicaragua,2025-12-21 10:37:42,valid
CUST-0226,Anthony Stein,danawilliams@example.com,Greenland,2025-06-26 16:29:45,valid
CUST-0227,Randy Smith,richarddonovan@example.com,Lesotho,2026-03-30 09:50:31,valid
CUST-0228,Victor Morris,velezchristopher@example.net,Djibouti,2025-10-02 03:55:28,valid
CUST-0229,Sarah Johnson,robertmonroe@example.org,Taiwan,2025-03-01 13:01:55,valid
CUST-0230,Charlotte Curry,nancy04@example.net,Netherlands,2023-12-07 12:27:40,valid
CUST-0231,Frances Gibson,ismall@example.net,Lao People's Democratic Republic,2024-08-20 16:06:19,valid
CUST-0232,Brian Martin,twong@example.org,American Samoa,2024-11-28 12:27:16,valid
CUST-0233,Laura Todd,cherylfowler@example.com,Sweden,2025-04-18 05:56:04,valid
CUST-0234,Angie Caldwell,tinawoods@example.org,Albania,2024-08-01 22:46:53,valid
CUST-0235,Jeremy Adams,kevin90@example.com,Palau,2025-01-02 09:04:30,valid
CUST-0236,Amy Wilson,erik84@example.net,British Indian Ocean Territory (Chagos Archipelago),2026-03-12 00:53:08,valid
CUST-0237,Elizabeth Mendez,susanmendoza@example.com,San Marino,2026-01-19 19:35:11,valid
CUST-0238,Michael Durham,kathleenbecker@example.net,Tunisia,2023-10-29 00:20:52,valid
CUST-0239,Kelsey Cox,brownamy@example.net,Cook Islands,2025-11-29 11:52:03,valid
CUST-0240,Carmen Bond,nwilson@example.net,Myanmar,2025-07-22 04:49:45,valid
CUST-0241,Jordan Stokes,aanderson@example.com,Mongolia,2023-09-21 12:35:05,valid
CUST-0242,Megan Parker,fosterlisa@example.net,Cuba,2025-12-08 05:00:30,valid
CUST-0244,Randy Cannon,ybrooks@example.com,Trinidad and Tobago,2025-01-30 06:05:08,valid
CUST-0245,Michael Stanley,desireebailey@example.org,Mauritania,2025-02-23 10:17:22,valid
CUST-0246,Monica Walker,avilatiffany@example.com,Peru,2025-10-16 14:23:42,valid
CUST-0247,James Hall,rreed@example.org,Vietnam,2023-12-16 03:09:17,valid
CUST-0248,Matthew Mendez,allencarlos@example.net,Antigua and Barbuda,2025-05-17 08:31:51,valid
CUST-0249,Michele Williams,moralesjimmy@example.org,Saudi Arabia,2023-09-19 12:23:16,valid
CUST-0250,Wyatt Young,barbara53@example.com,Turkey,2024-02-01 09:08:15,valid
CUST-0251,Ms. Jennifer Hill,conniesimmons@example.com,Australia,2024-12-09 20:43:01,valid
CUST-0252,Megan Floyd,heather62@example.com,Honduras,2024-04-04 11:30:24,valid
CUST-0253,Kara Atkinson,meredith27@example.org,Monaco,2025-03-25 21:44:00,valid
CUST-0254,Kristin Anderson,jonathanrivera@example.org,Uzbekistan,2025-05-22 13:16:11,valid
CUST-0255,Anna Hardy,brettbennett@example.net,Netherlands,2023-08-24 06:26:28,valid
CUST-0256,Chelsea Gill,timothybooth@example.com,Gabon,2023-07-17 15:41:01,valid
CUST-0257,Colton Figueroa,srocha@example.net,Romania,2024-05-06 12:48:15,valid
CUST-0258,David Morris,oscar85@example.com,Eritrea,2025-01-02 12:31:29,valid
CUST-0259,Kathleen Garcia,ugill@example.org,Heard Island and McDonald Islands,2024-10-21 22:34:48,valid
CUST-0260,Justin Walker,allentran@example.net,Mozambique,2025-04-02 12:26:26,valid
CUST-0261,Craig Hall,victorpena@example.net,Guadeloupe,2024-07-27 13:50:18,valid
CUST-0262,Katherine Cummings,umurray@example.com,Chile,2024-01-27 06:02:01,valid
CUST-0264,Aaron Taylor,carloshernandez@example.org,Madagascar,2025-06-01 05:16:26,valid
CUST-0265,Luke Estrada,bhopkins@example.org,Martinique,2025-10-27 18:45:51,valid
CUST-0266,Alan Bowen,andre62@example.org,Uruguay,2023-11-20 10:50:37,valid
CUST-0267,Daisy Harvey,lisa46@example.org,Holy See (Vatican City State),2025-03-15 13:48:02,valid
CUST-0268,David Terry,gabriella10@example.org,Iraq,2025-02-01 23:59:21,valid
CUST-0269,John Walsh,christopherbruce@example.net,Slovenia,2024-11-19 10:39:55,valid
CUST-0270,Shannon Davis,hallrachel@example.net,Tuvalu,2025-11-20 07:14:46,valid
CUST-0271,Anthony Jones,rachel90@example.org,Vanuatu,2024-10-24 08:50:27,valid
CUST-0272,Daniel Thomas,thickman@example.org,Mongolia,2024-07-01 09:27:17,valid
CUST-0273,Sarah Rhodes,patrick21@example.net,Samoa,2024-12-12 02:34:42,valid
CUST-0274,Jeffrey Roberson,cassie99@example.com,Singapore,2024-11-11 20:12:18,valid
CUST-0275,Donald Riddle,jperez@example.com,Jersey,2024-04-07 08:48:37,valid
CUST-0276,Mary Miller,lauren11@example.com,Cape Verde,2025-02-03 03:25:41,valid
CUST-0277,Madison Singh,michael10@example.com,Kenya,2025-01-02 22:41:54,valid
CUST-0278,Ashley Miller,jcole@example.net,Ireland,2023-12-01 07:02:28,valid
CUST-0279,Hector Davis,michelle04@example.com,Iceland,2023-11-02 09:49:42,valid
CUST-0280,Kristin Haney,ashleyjackson@example.com,Chile,2024-01-25 12:20:03,valid
CUST-0281,Derrick Thomas,ryanfisher@example.com,Slovenia,2023-10-21 07:50:16,valid
CUST-0282,Tony Le,mwheeler@example.com,Botswana,2024-01-20 07:25:02,valid
CUST-0283,Travis Cook,vbrock@example.com,Grenada,2025-04-22 18:32:16,valid
CUST-0284,Shannon Mccann,kevinmorrison@example.net,Cook Islands,2025-07-06 22:46:45,valid
CUST-0285,Vincent Novak,jessica79@example.org,Greece,2025-01-28 00:21:34,valid
CUST-0286,Richard Diaz,brittanygardner@example.net,Seychelles,2025-10-25 09:11:05,valid
CUST-0287,Nicholas Hahn,samuelcarter@example.net,Bangladesh,2025-03-20 09:54:20,valid
CUST-0288,Brenda Turner,donna66@example.org,Kiribati,2026-01-07 16:35:29,valid
CUST-0289,James Hunter,ystephens@example.com,Reunion,2025-10-04 21:18:27,valid
CUST-0290,Suzanne Rodriguez,dianekelly@example.net,New Zealand,2023-08-31 15:30:07,valid
CUST-0291,Maria Lucas,tammy61@example.org,Bolivia,2024-07-29 18:28:02,valid
CUST-0292,Paul Grant,seanmyers@example.net,Namibia,2026-05-31 09:22:12,valid
CUST-0293,Haley Johnson,phillipssamantha@example.org,Brazil,2024-01-29 22:02:06,valid
CUST-0294,Grant Mueller,gbailey@example.com,Saint Helena,2026-06-10 05:13:08,valid
CUST-0295,Austin Williams,johnsonmatthew@example.org,Philippines,2024-03-05 03:33:58,valid
CUST-0296,Natalie Black,marksimmons@example.com,Djibouti,2025-03-14 01:15:52,valid
CUST-0297,Charlotte Sandoval,njohnson@example.org,Korea,2025-12-29 18:56:08,valid
CUST-0298,Aaron Lewis,karen19@example.org,South Georgia and the South Sandwich Islands,2025-10-04 20:40:29,valid
CUST-0299,Gabriel Ellis,emily78@example.net,Germany,2026-01-06 04:41:14,valid
CUST-0300,James Wilson,megan92@example.net,Romania,2024-09-27 21:32:55,valid
CUST-0301,Leslie Powers,david41@example.org,Holy See (Vatican City State),2026-06-05 01:11:23,valid
CUST-0302,James Carlson,fhenderson@example.net,Mauritania,2026-06-05 01:03:17,valid
CUST-0303,Tara Thompson,tracytaylor@example.com,Tajikistan,2025-05-24 10:32:11,valid
